Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Alpha,Cl,Cd,L_over_D
fx08s176,0.055662,0.37,0.176051,0.371,500000,1.0,0.5829,0.01388,41.99567723342939
fx08s176,0.055662,0.37,0.176051,0.371,500000,1.5,0.6358,0.0138,46.072463768115945
fx08s176,0.055662,0.37,0.176051,0.371,500000,2.0,0.686,0.01397,49.105225483178245
fx08s176,0.055662,0.37,0.176051,0.371,500000,2.5,0.7301,0.01407,51.89054726368159
fx08s176,0.055662,0.37,0.176051,0.371,500000,3.0,0.7816,0.01415,55.236749116607776
fx08s176,0.055662,0.37,0.176051,0.371,500000,3.5,0.8359,0.01412,59.19971671388102
fx08s176,0.055662,0.37,0.176051,0.371,500000,4.0,0.8888,0.01396,63.6676217765043
fx08s176,0.055662,0.37,0.176051,0.371,500000,4.5,0.9462,0.01402,67.48930099857347
fx08s176,0.055662,0.37,0.176051,0.371,500000,5.0,0.995,0.01414,70.36775106082037
fx08s176,0.055662,0.37,0.176051,0.371,500000,5.5,1.0442,0.01403,74.42622950819671
fx08s176,0.055662,0.37,0.176051,0.371,500000,6.0,1.0981,0.01387,79.17087238644557
fx08s176,0.055662,0.37,0.176051,0.371,500000,6.5,1.1533,0.01387,83.15068493150685
fx08s176,0.055662,0.37,0.176051,0.371,500000,7.0,1.2046,0.01329,90.63957863054928
fx08s176,0.055662,0.37,0.176051,0.371,500000,7.5,1.2505,0.01277,97.92482380579483
fx08s176,0.055662,0.37,0.176051,0.371,500000,8.0,1.2946,0.01233,104.99594484995944
fx08s176,0.055662,0.37,0.176051,0.371,500000,8.5,1.3297,0.01238,107.40710823909532
fx08s176,0.055662,0.37,0.176051,0.371,500000,9.0,1.3334,0.01367,97.542062911485
fx08s176,0.055662,0.37,0.176051,0.371,500000,9.5,1.3085,0.01851,70.69151809832523
fx08s176,0.055662,0.37,0.176051,0.371,500000,10.0,1.284,0.02538,50.59101654846336
fx2,0.037236,0.692,0.204475,0.435,500000,0.0,0.0733,0.02741,2.674206493980299
fx2,0.037236,0.692,0.204475,0.435,500000,0.5,0.1394,0.02724,5.117474302496329
fx2,0.037236,0.692,0.204475,0.435,500000,1.0,0.2079,0.02701,7.697149203998519
fx2,0.037236,0.692,0.204475,0.435,500000,2.0,0.2766,0.02761,10.018109380659181
fx2,0.037236,0.692,0.204475,0.435,500000,2.5,0.3335,0.02739,12.17597663380796
fx2,0.037236,0.692,0.204475,0.435,500000,3.0,0.4007,0.02686,14.918093819806405
fx2,0.037236,0.692,0.204475,0.435,500000,3.5,0.4693,0.02625,17.878095238095238
fx2,0.037236,0.692,0.204475,0.435,500000,4.0,0.5371,0.02551,21.054488435907487
fx2,0.037236,0.692,0.204475,0.435,500000,5.0,0.6492,0.02419,26.83753617197189
fx2,0.037236,0.692,0.204475,0.435,500000,5.5,0.7254,0.02265,32.026490066225165
fx2,0.037236,0.692,0.204475,0.435,500000,7.0,0.8629,0.02155,40.04176334106729
fx2,0.037236,0.692,0.204475,0.435,500000,7.5,0.9272,0.02063,44.94425593795444
fx2,0.037236,0.692,0.204475,0.435,500000,8.0,0.9912,0.01956,50.67484662576687
fx2,0.037236,0.692,0.204475,0.435,500000,9.0,0.9905,0.02391,41.42618151401088
fx2,0.037236,0.692,0.204475,0.435,500000,9.5,0.9847,0.02689,36.619561175158054
fx2,0.037236,0.692,0.204475,0.435,500000,10.0,0.9833,0.02998,32.798532354903266
fx38153,0.021115,0.804,0.15542,0.434,500000,0.0,0.289,0.0117,24.7008547008547
fx38153,0.021115,0.804,0.15542,0.434,500000,0.5,0.379,0.01121,33.80909901873328
fx38153,0.021115,0.804,0.15542,0.434,500000,1.0,0.407,0.01128,36.08156028368794
fx38153,0.021115,0.804,0.15542,0.434,500000,1.5,0.4488,0.01101,40.76294277929155
fx38153,0.021115,0.804,0.15542,0.434,500000,2.0,0.5106,0.01051,48.58230256898192
fx38153,0.021115,0.804,0.15542,0.434,500000,2.5,0.5618,0.01038,54.12331406551059
fx38153,0.021115,0.804,0.15542,0.434,500000,3.0,0.6085,0.01051,57.89724072312084
fx38153,0.021115,0.804,0.15542,0.434,500000,3.5,0.6389,0.0111,57.55855855855856
fx38153,0.021115,0.804,0.15542,0.434,500000,4.0,0.6705,0.01189,56.3919259882254
fx38153,0.021115,0.804,0.15542,0.434,500000,4.5,0.693,0.01272,54.48113207547169
fx38153,0.021115,0.804,0.15542,0.434,500000,5.0,0.7241,0.01358,53.32106038291605
fx38153,0.021115,0.804,0.15542,0.434,500000,5.5,0.762,0.01438,52.990264255910986
fx38153,0.021115,0.804,0.15542,0.434,500000,6.0,0.8048,0.01522,52.877792378449406
fx38153,0.021115,0.804,0.15542,0.434,500000,6.5,0.849,0.01625,52.246153846153845
fx38153,0.021115,0.804,0.15542,0.434,500000,7.0,0.8872,0.01705,52.03519061583578
fx38153,0.021115,0.804,0.15542,0.434,500000,7.5,0.9266,0.0179,51.76536312849162
fx38153,0.021115,0.804,0.15542,0.434,500000,8.0,0.967,0.01873,51.62840363053924
fx38153,0.021115,0.804,0.15542,0.434,500000,8.5,1.0077,0.01969,51.17826307770442
fx38153,0.021115,0.804,0.15542,0.434,500000,9.0,1.0478,0.02082,50.32660902977906
fx38153,0.021115,0.804,0.15542,0.434,500000,9.5,1.0862,0.02214,49.06052393857272
fx38153,0.021115,0.804,0.15542,0.434,500000,10.0,1.12,0.02369,47.27733220768257
fx60100,0.035074,0.565,0.099956,0.279,500000,0.0,0.5143,0.00697,73.78766140602582
fx60100,0.035074,0.565,0.099956,0.279,500000,0.5,0.5695,0.00704,80.89488636363636
fx60100,0.035074,0.565,0.099956,0.279,500000,1.0,0.624,0.00719,86.78720445062586
fx60100,0.035074,0.565,0.099956,0.279,500000,1.5,0.6783,0.00737,92.03527815468114
fx60100,0.035074,0.565,0.099956,0.279,500000,2.0,0.7325,0.0076,96.38157894736842
fx60100,0.035074,0.565,0.099956,0.279,500000,2.5,0.7858,0.0079,99.46835443037975
fx60100,0.035074,0.565,0.099956,0.279,500000,3.0,0.8388,0.00823,101.91980558930742
fx60100,0.035074,0.565,0.099956,0.279,500000,3.5,0.8909,0.00851,104.68860164512338
fx60100,0.035074,0.565,0.099956,0.279,500000,4.0,0.9352,0.00852,109.76525821596245
fx60100,0.035074,0.565,0.099956,0.279,500000,4.5,0.9872,0.00921,107.18783930510315
fx60100,0.035074,0.565,0.099956,0.279,500000,5.0,1.0365,0.01019,101.71736997055937
fx60100,0.035074,0.565,0.099956,0.279,500000,5.5,1.085,0.01126,96.35879218472469
fx60100,0.035074,0.565,0.099956,0.279,500000,6.0,1.1326,0.01241,91.26510878323933
fx60100,0.035074,0.565,0.099956,0.279,500000,6.5,1.1804,0.0135,87.43703703703703
fx60100,0.035074,0.565,0.099956,0.279,500000,7.0,1.227,0.01465,83.7542662116041
fx60100,0.035074,0.565,0.099956,0.279,500000,7.5,1.2739,0.01571,81.08847867600255
fx60100,0.035074,0.565,0.099956,0.279,500000,8.0,1.3168,0.01712,76.91588785046729
fx60100,0.035074,0.565,0.099956,0.279,500000,8.5,1.3622,0.01812,75.17660044150111
fx60100,0.035074,0.565,0.099956,0.279,500000,9.0,1.4052,0.01926,72.95950155763241
fx60100,0.035074,0.565,0.099956,0.279,500000,9.5,1.4477,0.0203,71.3152709359606
fx60100,0.035074,0.565,0.099956,0.279,500000,10.0,1.485,0.02172,68.37016574585635
fx601001,0.03518,0.597,0.101206,0.308,500000,0.0,0.5083,0.00766,66.35770234986944
fx601001,0.03518,0.597,0.101206,0.308,500000,0.5,0.5635,0.0078,72.24358974358975
fx601001,0.03518,0.597,0.101206,0.308,500000,1.0,0.6181,0.00793,77.94451450189155
fx601001,0.03518,0.597,0.101206,0.308,500000,1.5,0.6734,0.00813,82.8290282902829
fx601001,0.03518,0.597,0.101206,0.308,500000,2.0,0.7288,0.00826,88.23244552058111
fx601001,0.03518,0.597,0.101206,0.308,500000,2.5,0.7841,0.00845,92.79289940828403
fx601001,0.03518,0.597,0.101206,0.308,500000,3.0,0.8389,0.00868,96.64746543778801
fx601001,0.03518,0.597,0.101206,0.308,500000,3.5,0.8937,0.00888,100.64189189189189
fx601001,0.03518,0.597,0.101206,0.308,500000,4.0,0.9476,0.00917,103.33696837513632
fx601001,0.03518,0.597,0.101206,0.308,500000,4.5,1.0001,0.00955,104.72251308900525
fx601001,0.03518,0.597,0.101206,0.308,500000,5.0,1.0452,0.01075,97.22790697674418
fx601001,0.03518,0.597,0.101206,0.308,500000,5.5,1.0929,0.01179,92.69720101781171
fx601001,0.03518,0.597,0.101206,0.308,500000,6.0,1.1403,0.01283,88.8776305533905
fx601001,0.03518,0.597,0.101206,0.308,500000,7.0,1.2129,0.01626,74.59409594095942
fx601001,0.03518,0.597,0.101206,0.308,500000,7.5,1.2551,0.01798,69.80533926585095
fx601001,0.03518,0.597,0.101206,0.308,500000,8.0,1.2804,0.02136,59.9438202247191
fx601001,0.03518,0.597,0.101206,0.308,500000,8.5,1.3148,0.02341,56.16403246475865
fx601001,0.03518,0.597,0.101206,0.308,500000,9.0,1.3411,0.02623,51.12847884102173
fx601001,0.03518,0.597,0.101206,0.308,500000,9.5,1.3604,0.02959,45.97499155119973
fx601001,0.03518,0.597,0.101206,0.308,500000,10.0,1.3781,0.03357,41.05153410783438
fx60100sm,0.034775,0.565,0.099818,0.279,500000,0.0,0.514,0.00696,73.85057471264368
fx60100sm,0.034775,0.565,0.099818,0.279,500000,0.5,0.5696,0.00699,81.48783977110158
fx60100sm,0.034775,0.565,0.099818,0.279,500000,1.0,0.625,0.00706,88.52691218130312
fx60100sm,0.034775,0.565,0.099818,0.279,500000,1.5,0.6797,0.00719,94.53407510431154
fx60100sm,0.034775,0.565,0.099818,0.279,500000,2.0,0.7338,0.00737,99.56580732700137
fx60100sm,0.034775,0.565,0.099818,0.279,500000,2.5,0.7866,0.00763,103.09305373525557
fx60100sm,0.034775,0.565,0.099818,0.279,500000,3.0,0.8385,0.00792,105.87121212121212
fx60100sm,0.034775,0.565,0.099818,0.279,500000,3.5,0.8868,0.00807,109.88847583643123
fx60100sm,0.034775,0.565,0.099818,0.279,500000,4.0,0.9355,0.00839,111.50178784266984
fx60100sm,0.034775,0.565,0.099818,0.279,500000,4.5,0.9877,0.00904,109.25884955752214
fx60100sm,0.034775,0.565,0.099818,0.279,500000,5.0,1.038,0.00986,105.27383367139959
fx60100sm,0.034775,0.565,0.099818,0.279,500000,5.5,1.0867,0.01087,99.97240110395585
fx60100sm,0.034775,0.565,0.099818,0.279,500000,6.0,1.1333,0.01213,93.42951360263808
fx60100sm,0.034775,0.565,0.099818,0.279,500000,6.5,1.1795,0.01338,88.15396113602392
fx60100sm,0.034775,0.565,0.099818,0.279,500000,7.0,1.2264,0.0145,84.57931034482758
fx60100sm,0.034775,0.565,0.099818,0.279,500000,7.5,1.273,0.01556,81.81233933161954
fx60100sm,0.034775,0.565,0.099818,0.279,500000,8.0,1.3189,0.0166,79.45180722891565
fx60100sm,0.034775,0.565,0.099818,0.279,500000,8.5,1.3635,0.01767,77.16468590831917
fx60100sm,0.034775,0.565,0.099818,0.279,500000,9.0,1.4071,0.01875,75.04533333333333
fx60100sm,0.034775,0.565,0.099818,0.279,500000,9.5,1.4496,0.01982,73.13824419778001
fx60100sm,0.034775,0.565,0.099818,0.279,500000,10.0,1.4886,0.02109,70.5832147937411
fx60126,0.035058,0.565,0.125938,0.279,500000,0.0,0.5106,0.00781,65.37772087067863
fx60126,0.035058,0.565,0.125938,0.279,500000,0.5,0.5665,0.00796,71.16834170854271
fx60126,0.035058,0.565,0.125938,0.279,500000,1.0,0.622,0.00816,76.22549019607843
fx60126,0.035058,0.565,0.125938,0.279,500000,1.5,0.6777,0.00836,81.06459330143541
fx60126,0.035058,0.565,0.125938,0.279,500000,2.0,0.7331,0.00859,85.34342258440046
fx60126,0.035058,0.565,0.125938,0.279,500000,2.5,0.788,0.00885,89.03954802259886
fx60126,0.035058,0.565,0.125938,0.279,500000,3.0,0.8429,0.00912,92.4232456140351
fx60126,0.035058,0.565,0.125938,0.279,500000,4.0,0.951,0.00971,97.94026776519053
fx60126,0.035058,0.565,0.125938,0.279,500000,4.5,1.0038,0.01008,99.58333333333333
fx60126,0.035058,0.565,0.125938,0.279,500000,5.0,1.0558,0.01048,100.74427480916032
fx60126,0.035058,0.565,0.125938,0.279,500000,6.0,1.1476,0.01114,103.01615798922799
fx60126,0.035058,0.565,0.125938,0.279,500000,6.5,1.1966,0.012,99.71666666666667
fx60126,0.035058,0.565,0.125938,0.279,500000,7.0,1.2421,0.01312,94.67225609756098
fx60126,0.035058,0.565,0.125938,0.279,500000,7.5,1.2866,0.01426,90.22440392706872
fx60126,0.035058,0.565,0.125938,0.279,500000,8.0,1.33,0.01538,86.47594278283486
fx60126,0.035058,0.565,0.125938,0.279,500000,8.5,1.3724,0.01648,83.2766990291262
fx60126,0.035058,0.565,0.125938,0.279,500000,9.0,1.4118,0.01767,79.89813242784379
fx60126,0.035058,0.565,0.125938,0.279,500000,9.5,1.4466,0.01898,76.21707060063225
fx60126,0.035058,0.565,0.125938,0.279,500000,10.0,1.476,0.02028,72.7810650887574
fx601261,0.040177,0.533,0.125953,0.279,500000,0.0,0.5787,0.00807,71.71003717472118
fx601261,0.040177,0.533,0.125953,0.279,500000,0.5,0.6339,0.0082,77.30487804878048
fx601261,0.040177,0.533,0.125953,0.279,500000,1.0,0.6888,0.00835,82.49101796407186
fx601261,0.040177,0.533,0.125953,0.279,500000,1.5,0.7427,0.00856,86.76401869158879
fx601261,0.040177,0.533,0.125953,0.279,500000,2.0,0.7962,0.0088,90.47727272727272
fx601261,0.040177,0.533,0.125953,0.279,500000,2.5,0.8498,0.00906,93.79690949227373
fx601261,0.040177,0.533,0.125953,0.279,500000,3.0,0.9027,0.00938,96.2366737739872
fx601261,0.040177,0.533,0.125953,0.279,500000,3.5,0.9558,0.00968,98.7396694214876
fx601261,0.040177,0.533,0.125953,0.279,500000,4.0,1.0081,0.01003,100.50847457627118
fx601261,0.040177,0.533,0.125953,0.279,500000,4.5,1.0595,0.01041,101.77713736791547
fx601261,0.040177,0.533,0.125953,0.279,500000,5.0,1.1084,0.0108,102.62962962962963
fx601261,0.040177,0.533,0.125953,0.279,500000,5.5,1.1482,0.01104,104.00362318840581
fx601261,0.040177,0.533,0.125953,0.279,500000,6.0,1.1959,0.01193,100.2430846605197
fx601261,0.040177,0.533,0.125953,0.279,500000,6.5,1.2396,0.0131,94.62595419847328
fx601261,0.040177,0.533,0.125953,0.279,500000,7.0,1.2813,0.01438,89.1029207232267
fx601261,0.040177,0.533,0.125953,0.279,500000,7.5,1.3245,0.01544,85.78367875647668
fx601261,0.040177,0.533,0.125953,0.279,500000,8.0,1.3657,0.01655,82.51963746223565
fx601261,0.040177,0.533,0.125953,0.279,500000,8.5,1.4051,0.01767,79.51895868704017
fx601261,0.040177,0.533,0.125953,0.279,500000,9.0,1.4384,0.01896,75.86497890295358
fx601261,0.040177,0.533,0.125953,0.279,500000,9.5,1.4698,0.02011,73.08801591248135
fx601261,0.040177,0.533,0.125953,0.279,500000,10.0,1.4998,0.02133,70.31411157993438
fx60157,0.026581,0.75,0.156733,0.402,500000,0.0,0.5134,0.00905,56.72928176795579
fx60157,0.026581,0.75,0.156733,0.402,500000,0.5,0.573,0.00894,64.09395973154362
fx60157,0.026581,0.75,0.156733,0.402,500000,1.0,0.6209,0.00895,69.37430167597766
fx60157,0.026581,0.75,0.156733,0.402,500000,1.5,0.6714,0.00906,74.10596026490066
fx60157,0.026581,0.75,0.156733,0.402,500000,2.0,0.7232,0.00922,78.43817787418654
fx60157,0.026581,0.75,0.156733,0.402,500000,2.5,0.7654,0.00947,80.82365364308342
fx60157,0.026581,0.75,0.156733,0.402,500000,3.0,0.7985,0.01002,79.69061876247505
fx60157,0.026581,0.75,0.156733,0.402,500000,3.5,0.8267,0.01068,77.4063670411985
fx60157,0.026581,0.75,0.156733,0.402,500000,4.0,0.8592,0.01141,75.30236634531113
fx60157,0.026581,0.75,0.156733,0.402,500000,4.5,0.894,0.01212,73.76237623762376
fx60157,0.026581,0.75,0.156733,0.402,500000,5.0,0.9311,0.0129,72.17829457364341
fx60157,0.026581,0.75,0.156733,0.402,500000,5.5,0.9715,0.01367,71.0680321872714
fx60157,0.026581,0.75,0.156733,0.402,500000,6.0,1.0129,0.01449,69.90338164251207
fx60157,0.026581,0.75,0.156733,0.402,500000,6.5,1.0509,0.01534,68.5071707953064
fx60157,0.026581,0.75,0.156733,0.402,500000,7.0,1.0886,0.01624,67.0320197044335
fx60157,0.026581,0.75,0.156733,0.402,500000,7.5,1.1267,0.0172,65.50581395348837
fx60157,0.026581,0.75,0.156733,0.402,500000,8.0,1.1656,0.01824,63.90350877192983
fx60157,0.026581,0.75,0.156733,0.402,500000,8.5,1.2029,0.01923,62.553302132085285
fx60157,0.026581,0.75,0.156733,0.402,500000,9.0,1.2361,0.02049,60.3269887750122
fx60157,0.026581,0.75,0.156733,0.402,500000,9.5,1.2699,0.02179,58.27902707664066
fx60157,0.026581,0.75,0.156733,0.402,500000,10.0,1.2964,0.02372,54.65430016863406
fx60160,0.030457,0.6,0.155955,0.4,500000,0.0,0.4645,0.00908,51.156387665198245
fx60160,0.030457,0.6,0.155955,0.4,500000,0.5,0.519,0.00917,56.59760087241004
fx60160,0.030457,0.6,0.155955,0.4,500000,1.0,0.5743,0.00928,61.88577586206897
fx60160,0.030457,0.6,0.155955,0.4,500000,1.5,0.6295,0.0094,66.96808510638297
fx60160,0.030457,0.6,0.155955,0.4,500000,2.0,0.6833,0.00946,72.23044397463002
fx60160,0.030457,0.6,0.155955,0.4,500000,2.5,0.7374,0.00958,76.97286012526096
fx60160,0.030457,0.6,0.155955,0.4,500000,3.0,0.7896,0.00966,81.73913043478261
fx60160,0.030457,0.6,0.155955,0.4,500000,3.5,0.8394,0.00967,86.80455015511893
fx60160,0.030457,0.6,0.155955,0.4,500000,4.0,0.8866,0.00977,90.74718526100308
fx60160,0.030457,0.6,0.155955,0.4,500000,4.5,0.9336,0.00993,94.01812688821752
fx60160,0.030457,0.6,0.155955,0.4,500000,5.0,0.9778,0.01014,96.42998027613413
fx60160,0.030457,0.6,0.155955,0.4,500000,5.5,1.0144,0.01056,96.06060606060606
fx60160,0.030457,0.6,0.155955,0.4,500000,6.0,1.0428,0.01116,93.44086021505376
fx60160,0.030457,0.6,0.155955,0.4,500000,6.5,1.0604,0.01206,87.92703150912106
fx60160,0.030457,0.6,0.155955,0.4,500000,7.0,1.057,0.01405,75.23131672597864
fx60160,0.030457,0.6,0.155955,0.4,500000,7.5,1.0269,0.01761,58.31345826235093
fx60160,0.030457,0.6,0.155955,0.4,500000,8.0,1.0423,0.01942,53.67147270854789
fx60160,0.030457,0.6,0.155955,0.4,500000,8.5,1.0659,0.02095,50.8782816229117
fx60160,0.030457,0.6,0.155955,0.4,500000,9.0,1.0832,0.02291,47.280663465735486
fx60160,0.030457,0.6,0.155955,0.4,500000,9.5,1.1067,0.02469,44.82381530984204
fx60160,0.030457,0.6,0.155955,0.4,500000,10.0,1.1283,0.02666,42.32183045761441
fx60177,0.02655,0.778,0.177227,0.371,500000,0.0,0.5082,0.00937,54.23692636072572
fx60177,0.02655,0.778,0.177227,0.371,500000,0.5,0.563,0.00942,59.76645435244161
fx60177,0.02655,0.778,0.177227,0.371,500000,1.0,0.6161,0.0094,65.54255319148936
fx60177,0.02655,0.778,0.177227,0.371,500000,1.5,0.6642,0.00955,69.54973821989529
fx60177,0.02655,0.778,0.177227,0.371,500000,2.0,0.7083,0.00966,73.32298136645963
fx60177,0.02655,0.778,0.177227,0.371,500000,2.5,0.7522,0.00978,76.9120654396728
fx60177,0.02655,0.778,0.177227,0.371,500000,3.0,0.7852,0.01012,77.58893280632411
fx60177,0.02655,0.778,0.177227,0.371,500000,3.5,0.8198,0.01062,77.1939736346516
fx60177,0.02655,0.778,0.177227,0.371,500000,4.0,0.8564,0.01131,75.72060123784262
fx60177,0.02655,0.778,0.177227,0.371,500000,4.5,0.8882,0.01201,73.95503746877603
fx60177,0.02655,0.778,0.177227,0.371,500000,5.0,0.9221,0.01276,72.26489028213166
fx60177,0.02655,0.778,0.177227,0.371,500000,5.5,0.9587,0.01358,70.59646539027982
fx60177,0.02655,0.778,0.177227,0.371,500000,6.0,0.9986,0.0145,68.86896551724138
fx60177,0.02655,0.778,0.177227,0.371,500000,6.5,1.0348,0.01529,67.67822105951602
fx60177,0.02655,0.778,0.177227,0.371,500000,7.0,1.0705,0.01622,65.99876695437732
fx60177,0.02655,0.778,0.177227,0.371,500000,7.5,1.109,0.0172,64.47674418604652
fx60177,0.02655,0.778,0.177227,0.371,500000,8.0,1.1485,0.01831,62.72528672856363
fx60177,0.02655,0.778,0.177227,0.371,500000,8.5,1.1846,0.0193,61.37823834196891
fx60177,0.02655,0.778,0.177227,0.371,500000,9.0,1.2179,0.02052,59.35185185185185
fx60177,0.02655,0.778,0.177227,0.371,500000,9.5,1.2535,0.02178,57.55280073461892
fx60177,0.02655,0.778,0.177227,0.371,500000,10.0,1.2911,0.02313,55.819282317336786
fx61140,0.023929,0.309,0.13983,0.339,500000,0.5,0.549,0.00972,56.48148148148149
fx61140,0.023929,0.309,0.13983,0.339,500000,1.0,0.6072,0.00992,61.20967741935483
fx61140,0.023929,0.309,0.13983,0.339,500000,1.5,0.6628,0.0101,65.62376237623762
fx61140,0.023929,0.309,0.13983,0.339,500000,2.5,0.7773,0.0105,74.02857142857142
fx61140,0.023929,0.309,0.13983,0.339,500000,3.0,0.8328,0.01068,77.97752808988764
fx61140,0.023929,0.309,0.13983,0.339,500000,3.5,0.8891,0.0109,81.56880733944953
fx61140,0.023929,0.309,0.13983,0.339,500000,4.0,0.9463,0.01113,85.02246181491465
fx61140,0.023929,0.309,0.13983,0.339,500000,4.5,1.0009,0.01137,88.02990325417765
fx61140,0.023929,0.309,0.13983,0.339,500000,5.0,1.0563,0.01164,90.74742268041238
fx61140,0.023929,0.309,0.13983,0.339,500000,5.5,1.112,0.0119,93.4453781512605
fx61140,0.023929,0.309,0.13983,0.339,500000,6.0,1.1629,0.01218,95.47619047619048
fx61140,0.023929,0.309,0.13983,0.339,500000,6.5,1.2138,0.01271,95.4996066089693
fx61140,0.023929,0.309,0.13983,0.339,500000,7.0,1.2627,0.01359,92.91390728476821
fx61140,0.023929,0.309,0.13983,0.339,500000,7.5,1.2902,0.01625,79.39692307692307
fx61140,0.023929,0.309,0.13983,0.339,500000,8.0,1.3158,0.01891,69.58223162347964
fx61140,0.023929,0.309,0.13983,0.339,500000,8.5,1.3449,0.02108,63.799810246679314
fx61140,0.023929,0.309,0.13983,0.339,500000,9.0,1.3728,0.02285,60.078774617067836
fx61140,0.023929,0.309,0.13983,0.339,500000,9.5,1.3895,0.02485,55.91549295774647
fx61140,0.023929,0.309,0.13983,0.339,500000,10.0,1.4004,0.02743,51.053590958804236
fx61147,0.030626,0.339,0.14766,0.339,500000,0.0,0.5569,0.00969,57.47162022703817
fx61147,0.030626,0.339,0.14766,0.339,500000,0.5,0.6125,0.00988,61.993927125506076
fx61147,0.030626,0.339,0.14766,0.339,500000,1.0,0.6673,0.0101,66.06930693069307
fx61147,0.030626,0.339,0.14766,0.339,500000,1.5,0.7241,0.0103,70.3009708737864
fx61147,0.030626,0.339,0.14766,0.339,500000,2.0,0.7779,0.01048,74.22709923664122
fx61147,0.030626,0.339,0.14766,0.339,500000,2.5,0.833,0.0107,77.85046728971963
fx61147,0.030626,0.339,0.14766,0.339,500000,3.0,0.8888,0.01091,81.46654445462879
fx61147,0.030626,0.339,0.14766,0.339,500000,3.5,0.9425,0.01115,84.52914798206278
fx61147,0.030626,0.339,0.14766,0.339,500000,4.0,0.9969,0.01143,87.21784776902888
fx61147,0.030626,0.339,0.14766,0.339,500000,4.5,1.0517,0.01167,90.11996572407884
fx61147,0.030626,0.339,0.14766,0.339,500000,5.0,1.1045,0.01191,92.73719563392108
fx61147,0.030626,0.339,0.14766,0.339,500000,5.5,1.1575,0.01221,94.7993447993448
fx61147,0.030626,0.339,0.14766,0.339,500000,6.0,1.2097,0.01252,96.62140575079873
fx61147,0.030626,0.339,0.14766,0.339,500000,6.5,1.2583,0.01284,97.99844236760124
fx61147,0.030626,0.339,0.14766,0.339,500000,7.0,1.3067,0.01319,99.06747536012129
fx61147,0.030626,0.339,0.14766,0.339,500000,7.5,1.3526,0.01375,98.3709090909091
fx61147,0.030626,0.339,0.14766,0.339,500000,8.0,1.3934,0.01446,96.36237897648685
fx61147,0.030626,0.339,0.14766,0.339,500000,8.5,1.426,0.01561,91.35169762972453
fx61147,0.030626,0.339,0.14766,0.339,500000,9.0,1.448,0.01728,83.79629629629629
fx61147,0.030626,0.339,0.14766,0.339,500000,9.5,1.4538,0.01976,73.57287449392713
fx61147,0.030626,0.339,0.14766,0.339,500000,10.0,1.4591,0.02233,65.34258844603673
fx61168,0.028908,0.371,0.168062,0.37,500000,0.0,0.5379,0.01072,50.17723880597015
fx61168,0.028908,0.371,0.168062,0.37,500000,0.5,0.5963,0.01076,55.418215613382905
fx61168,0.028908,0.371,0.168062,0.37,500000,1.0,0.6532,0.0109,59.92660550458716
fx61168,0.028908,0.371,0.168062,0.37,500000,1.5,0.7095,0.01095,64.79452054794521
fx61168,0.028908,0.371,0.168062,0.37,500000,2.0,0.7689,0.01108,69.39530685920577
fx61168,0.028908,0.371,0.168062,0.37,500000,2.5,0.8242,0.01113,74.05211141060198
fx61168,0.028908,0.371,0.168062,0.37,500000,3.0,0.8807,0.01127,78.1455190771961
fx61168,0.028908,0.371,0.168062,0.37,500000,3.5,0.9365,0.01129,82.9495128432241
fx61168,0.028908,0.371,0.168062,0.37,500000,4.0,0.9917,0.01136,87.2975352112676
fx61168,0.028908,0.371,0.168062,0.37,500000,4.5,1.0456,0.01147,91.15954664341763
fx61168,0.028908,0.371,0.168062,0.37,500000,5.0,1.0987,0.01156,95.0432525951557
fx61168,0.028908,0.371,0.168062,0.37,500000,5.5,1.1523,0.0117,98.48717948717949
fx61168,0.028908,0.371,0.168062,0.37,500000,6.0,1.203,0.01182,101.77664974619289
fx61168,0.028908,0.371,0.168062,0.37,500000,6.5,1.253,0.01208,103.7251655629139
fx61168,0.028908,0.371,0.168062,0.37,500000,7.0,1.3009,0.01247,104.32237369687249
fx61168,0.028908,0.371,0.168062,0.37,500000,7.5,1.3451,0.01301,103.38970023059184
fx61168,0.028908,0.371,0.168062,0.37,500000,8.0,1.3819,0.01378,100.28301886792451
fx61168,0.028908,0.371,0.168062,0.37,500000,8.5,1.4109,0.0148,95.33108108108108
fx61168,0.028908,0.371,0.168062,0.37,500000,9.0,1.432,0.01613,88.77867327960323
fx61168,0.028908,0.371,0.168062,0.37,500000,9.5,1.444,0.0179,80.67039106145252
fx61168,0.028908,0.371,0.168062,0.37,500000,10.0,1.4489,0.02014,71.94141012909633
fx61184,0.03005,0.63,0.183736,0.37,500000,0.0,0.5355,0.01081,49.53746530989824
fx61184,0.03005,0.63,0.183736,0.37,500000,0.5,0.5944,0.01082,54.935304990757864
fx61184,0.03005,0.63,0.183736,0.37,500000,1.0,0.6521,0.01078,60.491651205936925
fx61184,0.03005,0.63,0.183736,0.37,500000,1.5,0.7112,0.01078,65.97402597402598
fx61184,0.03005,0.63,0.183736,0.37,500000,2.0,0.7676,0.0107,71.73831775700934
fx61184,0.03005,0.63,0.183736,0.37,500000,2.5,0.8239,0.01072,76.85634328358208
fx61184,0.03005,0.63,0.183736,0.37,500000,3.0,0.8807,0.01078,81.69758812615956
fx61184,0.03005,0.63,0.183736,0.37,500000,3.5,0.937,0.01085,86.3594470046083
