Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Alpha,Cl,Cd,L_over_D
boe106,0.031982,0.4,0.130609,0.3,500000,5.5,0.9685,0.00982,98.62525458248473
goe553,0.043937,0.396,0.137024,0.296,500000,3.5,0.931,0.00944,98.62288135593221
e423,0.099212,0.448,0.125212,0.24,500000,1.0,1.2239,0.01241,98.62207896857373
goe63,0.064961,0.399,0.082639,0.2,500000,8.5,1.5866,0.01609,98.60783095090117
goe303,0.056513,0.399,0.098453,0.3,500000,7.5,1.4001,0.0142,98.59859154929576
sd7062,0.039706,0.388,0.139994,0.272,500000,6.0,1.1032,0.01119,98.58802502234137
sd7037,0.029901,0.399,0.092124,0.291,500000,4.0,0.8024,0.00814,98.57493857493859
e1200,0.034182,0.502,0.169627,0.372,500000,4.0,0.9591,0.00973,98.57142857142856
hq3013,0.029533,0.5,0.129871,0.35,500000,6.0,1.033,0.01048,98.56870229007633
naca653618,0.030663,0.55,0.180029,0.403,500000,5.0,1.0714,0.01087,98.56485740570376
as6095,0.078034,0.461,0.051408,0.115,500000,7.5,1.5956,0.01619,98.55466337245213
s4083,0.034675,0.36,0.080049,0.247,500000,7.0,1.151,0.01168,98.54452054794521
eiffel385,0.043378,0.494,0.134385,0.207,500000,4.5,1.2347,0.01253,98.53950518754988
goe413,0.045812,0.4,0.163499,0.3,500000,8.0,1.4032,0.01424,98.53932584269664
mh112,0.07345,0.476,0.162939,0.298,500000,0.5,0.9794,0.00994,98.53118712273643
goe265,0.070093,0.399,0.076639,0.15,500000,4.0,1.1192,0.01136,98.52112676056338
goe439,0.051166,0.4,0.079007,0.3,500000,1.0,0.665,0.00675,98.51851851851852
raf38,0.02408,0.4,0.126508,0.3,500000,6.0,0.9585,0.00973,98.50976361767728
goe433,0.04736,0.502,0.174418,0.291,500000,7.5,1.4115,0.01433,98.49965108164689
naca64a410,0.025965,0.55,0.099928,0.399,500000,3.0,0.6865,0.00697,98.49354375896701
clarkw,0.036497,0.4,0.112208,0.3,500000,3.0,0.7702,0.00782,98.49104859335037
fx61168,0.028908,0.371,0.168062,0.37,500000,5.5,1.1523,0.0117,98.48717948717949
mh18,0.028194,0.38,0.111447,0.334,500000,6.5,0.9779,0.00993,98.47935548841893
s8037,0.026525,0.34,0.160061,0.34,500000,6.5,1.0862,0.01103,98.47688123300091
fx66182,0.03741,0.371,0.181956,0.339,500000,10.0,1.4327,0.01455,98.46735395189003
e387,0.037836,0.401,0.090706,0.311,500000,3.0,0.7316,0.00743,98.4656796769852
goe242,0.072973,0.5,0.161987,0.301,500000,7.5,1.778,0.01806,98.44961240310077
sp4621hp,0.04049,0.641,0.210687,0.377,500000,5.5,1.3625,0.01384,98.44653179190752
goe602,0.034118,0.4,0.099504,0.3,500000,2.0,0.6694,0.0068,98.44117647058825
fx63137,0.058604,0.565,0.137145,0.308,500000,7.0,1.5907,0.01616,98.43440594059406
goe389,0.039205,0.398,0.103257,0.298,500000,5.0,0.9861,0.01002,98.41317365269461
mh200,0.021107,0.498,0.129606,0.395,500000,4.5,0.8207,0.00834,98.4052757793765
goe122,0.039158,0.3,0.073021,0.299,500000,5.5,0.9837,0.01,98.37
ah79100a,0.036277,0.565,0.100002,0.279,500000,2.0,0.7033,0.00715,98.36363636363637
r1080,0.03301,0.4,0.179954,0.4,500000,7.5,1.1341,0.01153,98.36079791847355
goe207,0.064963,0.299,0.087804,0.2,500000,8.0,1.4685,0.01493,98.35900870730073
fx72150a,0.083199,0.467,0.150116,0.371,500000,1.5,1.1734,0.01193,98.35708298407377
e554,0.026623,0.566,0.182642,0.318,500000,8.0,1.3071,0.01329,98.35214446952595
hor12,0.038354,0.487,0.119461,0.239,500000,4.0,0.9461,0.00962,98.34719334719335
la2573a,0.031962,0.261,0.136991,0.288,500000,8.5,1.1239,0.01143,98.32895888013998
mrc20-846,0.029402,0.467,0.131876,0.382,500000,6.0,1.0098,0.01027,98.32521908471276
fx73cl3152,0.080074,0.435,0.152171,0.222,500000,6.0,1.4955,0.01521,98.32347140039448
cal2263m,0.035525,0.425,0.117206,0.319,500000,6.5,1.0658,0.01084,98.3210332103321
dae41,0.030377,0.41,0.116848,0.315,500000,6.5,1.0274,0.01045,98.31578947368422
e422,0.07086,0.354,0.140138,0.241,500000,4.5,1.1816,0.01202,98.30282861896839
goe426,0.045003,0.4,0.136005,0.3,500000,4.0,0.9397,0.00956,98.29497907949789
e339,0.041409,0.252,0.135577,0.301,500000,9.0,1.3545,0.01378,98.29462989840349
sd6080,0.037353,0.4,0.091878,0.309,500000,2.5,0.6771,0.00689,98.27285921625544
mh116,0.040794,0.464,0.098512,0.324,500000,1.0,0.6309,0.00642,98.27102803738318
gw27,0.062277,0.53,0.139325,0.319,500000,9.0,1.7069,0.01737,98.26712723085781
goe210,0.042269,0.4,0.066314,0.3,500000,3.5,0.8608,0.00876,98.2648401826484
goe619,0.045203,0.495,0.137977,0.202,500000,2.5,0.8097,0.00824,98.2645631067961
hobiesm,0.038294,0.45,0.085762,0.25,500000,1.5,0.6239,0.00635,98.25196850393701
goe404,0.047543,0.301,0.131916,0.296,500000,7.5,1.2928,0.01316,98.23708206686929
mh113,0.068662,0.477,0.146689,0.297,500000,8.0,1.5687,0.01597,98.22792736380713
goe546,0.034614,0.5,0.104012,0.3,500000,1.5,0.6355,0.00647,98.2225656877898
s4180,0.043669,0.379,0.09784,0.261,500000,3.0,0.7956,0.0081,98.22222222222223
fx84w127,0.037388,0.402,0.12754,0.339,500000,3.0,0.7563,0.0077,98.22077922077922
naca4412,0.038372,0.4,0.120216,0.3,500000,3.0,0.8113,0.00826,98.22033898305085
s1223,0.086924,0.49,0.121406,0.199,500000,4.5,1.6874,0.01718,98.21885913853318
e678,0.052083,0.507,0.150813,0.398,500000,2.5,1.04,0.01059,98.20585457979226
clarky,0.035016,0.42,0.117067,0.28,500000,3.5,0.7895,0.00804,98.19651741293532
e62,0.05353,0.493,0.056403,0.262,500000,4.5,1.1665,0.01188,98.1902356902357
e431,0.042369,0.419,0.151229,0.419,500000,3.5,0.9573,0.00975,98.18461538461538
goe326,0.046089,0.399,0.081819,0.299,500000,7.0,1.2204,0.01243,98.18181818181817
goe370,0.056994,0.4,0.04654,0.2,500000,2.0,0.7707,0.00785,98.1783439490446
goe227,0.076664,0.5,0.146015,0.25,500000,8.0,1.7308,0.01763,98.17356778218945
goe372,0.043022,0.4,0.062033,0.299,500000,1.0,0.5802,0.00591,98.1725888324873
hq3510,0.034466,0.5,0.099642,0.35,500000,5.5,1.0435,0.01063,98.16556914393227
isa962,0.045473,0.402,0.095999,0.202,500000,1.5,0.7695,0.00784,98.15051020408163
e216,0.051612,0.556,0.10437,0.286,500000,7.0,1.4513,0.01479,98.12711291413117
n22,0.038699,0.404,0.123805,0.296,500000,5.0,1.1801,0.01203,98.09642560266
goe385,0.039951,0.3,0.098908,0.3,500000,5.5,1.024,0.01044,98.08429118773947
clarkx,0.032495,0.4,0.116999,0.3,500000,3.0,0.7317,0.00746,98.08310991957106
fx84w175,0.043689,0.435,0.17609,0.371,500000,5.0,0.9975,0.01017,98.08259587020649
goe287,0.047997,0.399,0.088725,0.3,500000,3.5,0.8278,0.00844,98.08056872037915
goe632,0.038258,0.4,0.140007,0.3,500000,6.0,1.1582,0.01181,98.06943268416596
e715,0.027733,0.439,0.15048,0.331,500000,9.0,1.2494,0.01274,98.0690737833595
hq2090sm,0.01936,0.5,0.089701,0.35,500000,3.5,0.6649,0.00678,98.06784660766964
ah79k135,0.030492,0.402,0.13487,0.402,500000,6.5,0.9865,0.01006,98.06163021868788
goe526,0.039558,0.401,0.12305,0.297,500000,2.5,0.807,0.00823,98.05589307411908
hq3010,0.029443,0.5,0.099851,0.35,500000,5.5,0.9864,0.01006,98.051689860835
naca651412,0.021296,0.5,0.119969,0.401,500000,4.0,0.7814,0.00797,98.0426599749059
apex16_NASA_CR-201062,0.026812,0.591,0.131096,0.369,500000,2.5,0.7333,0.00748,98.03475935828877
s2046,0.025862,0.551,0.090286,0.286,500000,2.5,0.6509,0.00664,98.02710843373494
legionair140_sm,0.031565,0.336,0.086015,0.293,500000,5.5,0.9535,0.00973,97.99588900308324
goe309,0.045928,0.3,0.084301,0.3,500000,5.0,0.9241,0.00943,97.99575821845177
fx73170,0.043632,0.565,0.170901,0.435,500000,6.0,1.218,0.01243,97.98873692679003
goe423,0.048748,0.401,0.169435,0.396,500000,5.5,1.1588,0.01183,97.95435333896873
n8h12,0.03286,0.301,0.119818,0.301,500000,6.5,0.9558,0.00976,97.93032786885246
fx08s176,0.055662,0.37,0.176051,0.371,500000,7.5,1.2505,0.01277,97.92482380579483
e393,0.040038,0.477,0.115309,0.323,500000,7.5,1.3012,0.01329,97.90820165537998
fx84w097,0.028141,0.371,0.0974,0.339,500000,4.0,0.7157,0.00731,97.90697674418605
ma409,0.033131,0.499,0.067954,0.249,500000,2.0,0.747,0.00763,97.90301441677589
hq2512,0.024676,0.5,0.119611,0.35,500000,4.0,0.7744,0.00791,97.90139064475346
goe278,0.040722,0.3,0.074411,0.299,500000,5.5,1.0464,0.01069,97.88587464920487
ist-mt1-18,0.082262,0.478,0.180013,0.26,500000,1.5,1.2898,0.01318,97.86039453717754
fx66s161,0.03869,0.435,0.161175,0.339,500000,5.5,1.0714,0.01095,97.84474885844749
s4158,0.037045,0.452,0.1086,0.353,500000,2.5,0.6858,0.00701,97.83166904422254
fx73170a,0.056299,0.435,0.17112,0.435,500000,6.5,1.2482,0.01276,97.82131661442006
goe14k,0.026552,0.5,0.120001,0.5,500000,2.5,0.9057,0.00926,97.80777537796976
cootie,0.05426,0.401,0.084636,0.299,500000,6.5,1.3008,0.0133,97.80451127819549
fx74130wp1,0.0381,0.5,0.13013,0.467,500000,4.5,0.98,0.01002,97.80439121756487
fx74modsm,0.097277,0.416,0.130827,0.271,500000,1.0,1.3291,0.01359,97.79985283296541
s3024,0.034979,0.447,0.098494,0.307,500000,2.0,0.6239,0.00638,97.78996865203762
e552,0.025689,0.483,0.184668,0.324,500000,7.5,1.2329,0.01261,97.77160983346552
naca644421,0.01956,0.55,0.20977,0.353,500000,8.5,1.2534,0.01282,97.76911076443058
goe682,0.042366,0.4,0.106508,0.3,500000,2.0,0.7176,0.00734,97.76566757493188
ist-mt1-24,0.048608,0.574,0.24,0.26,500000,10.0,1.8614,0.01904,97.7626050420168
goe477,0.047448,0.4,0.10051,0.3,500000,3.5,0.8935,0.00914,97.75711159737416
goe391,0.031492,0.4,0.051,0.4,500000,3.0,0.6959,0.00712,97.73876404494382
s2091,0.039249,0.395,0.101116,0.26,500000,8.0,1.2695,0.01299,97.72902232486528
goe225,0.074493,0.5,0.128594,0.201,500000,8.5,1.7589,0.018,97.71666666666667
fx84w140,0.042044,0.402,0.14082,0.371,500000,9.0,1.3347,0.01366,97.7086383601757
ist-mt1-21,0.056943,0.546,0.210005,0.282,500000,8.0,1.7575,0.01799,97.69316286826016
e664ex,0.070659,0.798,0.166479,0.442,500000,3.5,1.9283,0.01974,97.68490374873353
e392,0.038534,0.436,0.101519,0.316,500000,2.5,0.7326,0.0075,97.68
goe532,0.044557,0.399,0.12505,0.299,500000,3.5,0.9259,0.00948,97.668776371308
goe507,0.028624,0.4,0.086503,0.3,500000,2.5,0.6319,0.00647,97.6661514683153
goe480,0.053035,0.4,0.117523,0.3,500000,9.0,1.4101,0.01444,97.65235457063712
e64,0.033171,0.515,0.084445,0.28,500000,0.5,0.5351,0.00548,97.64598540145987
m14,0.038556,0.3,0.080604,0.4,500000,6.5,1.0282,0.01053,97.64482431149098
prandtl-d-centerline,0.035199,0.373,0.120229,0.311,500000,7.0,0.9823,0.01006,97.6441351888668
s7075,0.03053,0.468,0.089991,0.29,500000,5.0,0.9236,0.00946,97.6321353065539
goe392,0.048004,0.4,0.101504,0.3,500000,1.0,0.6814,0.00698,97.621776504298
goe798,0.059306,0.4,0.199975,0.3,500000,4.0,1.0972,0.01124,97.61565836298932
usa22,0.043373,0.399,0.091127,0.2,500000,4.5,0.9234,0.00946,97.61099365750529
arad6,0.049365,0.45,0.060248,0.2,500000,4.5,1.0932,0.0112,97.60714285714285
dai1335,0.059209,0.407,0.142409,0.322,500000,3.0,0.9331,0.00956,97.60460251046025
sd7043,0.035219,0.453,0.091385,0.281,500000,5.5,1.0268,0.01052,97.60456273764258
e176,0.032751,0.401,0.088278,0.305,500000,3.5,0.7144,0.00732,97.59562841530055
fx74080,0.043088,0.467,0.08151,0.435,500000,4.0,0.9056,0.00928,97.58620689655172
psu94097,0.040262,0.463,0.097026,0.327,500000,1.5,0.6644,0.00681,97.56240822320117
e68,0.033321,0.509,0.131046,0.325,500000,2.5,0.7267,0.00745,97.54362416107382
lds2,0.020872,0.5,0.119743,0.349,500000,4.0,0.7608,0.0078,97.53846153846155
goe528,0.058768,0.398,0.124616,0.298,500000,2.0,0.8719,0.00894,97.52796420581656
ah93156,0.038192,0.414,0.156656,0.4,500000,6.0,0.9606,0.00985,97.52284263959392
goe321,0.049296,0.3,0.111614,0.3,500000,3.5,0.8621,0.00884,97.52262443438913
hq259,0.024705,0.5,0.089671,0.35,500000,4.5,0.8259,0.00847,97.50885478158204
a18sm,0.038395,0.493,0.07283,0.271,500000,0.5,0.5558,0.0057,97.50877192982455
wb140,0.036404,0.45,0.139258,0.3,500000,8.5,1.092,0.0112,97.50000000000001
e642,0.030905,0.394,0.150787,0.394,500000,7.5,1.0393,0.01066,97.4953095684803
e587,0.04132,0.519,0.166641,0.38,500000,3.0,1.0002,0.01026,97.48538011695906
ah88k136,0.03037,0.389,0.135463,0.449,500000,6.0,1.0928,0.01121,97.48438893844782
goe602m,0.037543,0.5,0.096005,0.3,500000,1.0,0.6005,0.00616,97.48376623376625
naca65410,0.021545,0.5,0.099943,0.401,500000,3.5,0.7116,0.0073,97.47945205479452
ah94156,0.036764,0.415,0.156099,0.405,500000,8.0,1.0976,0.01126,97.47779751332149
naca632615,0.031146,0.55,0.150101,0.347,500000,3.5,0.9153,0.00939,97.47603833865814
hq2010,0.019645,0.5,0.099701,0.35,500000,3.5,0.6676,0.00685,97.45985401459853
goe222,0.070074,0.501,0.185931,0.291,500000,2.0,1.1305,0.0116,97.45689655172416
e637,0.036606,0.237,0.121027,0.276,500000,9.5,1.2913,0.01325,97.4566037735849
lnv109a,0.059816,0.315,0.12987,0.235,500000,9.5,1.4852,0.01524,97.45406824146983
goe432,0.041748,0.4,0.077023,0.2,500000,4.5,0.9433,0.00968,97.44834710743802
s4233,0.032308,0.44,0.136565,0.338,500000,3.5,0.7708,0.00791,97.44627054361568
e656,0.04826,0.46,0.162076,0.37,500000,4.5,1.0669,0.01095,97.4337899543379
hs1606,0.043852,0.46,0.06017,0.18,500000,4.5,1.0297,0.01057,97.41721854304637
e556,0.031171,0.653,0.160202,0.311,500000,6.5,1.1875,0.01219,97.41591468416736
fx72ls160,0.082744,0.435,0.160116,0.371,500000,4.0,1.3229,0.01358,97.41531664212076
goe408,0.040318,0.4,0.077511,0.3,500000,6.0,1.1368,0.01167,97.41216795201372
goe500,0.058922,0.5,0.100025,0.3,500000,0.5,0.7802,0.00801,97.40324594257179
nlf0215f,0.039357,0.416,0.149792,0.377,500000,5.0,1.1737,0.01205,97.40248962655602
goe134,0.037991,0.3,0.094498,0.3,500000,6.5,1.1191,0.01149,97.39773716275022
ua2-180,0.069695,0.366,0.181252,0.315,500000,7.5,1.443,0.01482,97.36842105263159
raf48,0.027735,0.4,0.149611,0.3,500000,7.0,1.0981,0.01128,97.34929078014186
goe803h,0.065677,0.4,0.062991,0.15,500000,2.0,0.9793,0.01006,97.34592445328032
dae21,0.065799,0.437,0.117849,0.318,500000,1.0,0.7885,0.0081,97.34567901234568
fx6617ai,0.037145,0.401,0.188456,0.35,500000,8.0,1.3328,0.0137,97.28467153284672
ist-mt1-15,0.085297,0.529,0.150009,0.293,500000,0.5,1.1674,0.012,97.28333333333333
e407,0.035022,0.717,0.144487,0.383,500000,2.5,0.8656,0.0089,97.25842696629213
fx601001,0.03518,0.597,0.101206,0.308,500000,5.0,1.0452,0.01075,97.22790697674418
e396,0.054487,0.511,0.130624,0.295,500000,1.0,0.8398,0.00864,97.19907407407408
ah95160,0.056164,0.443,0.160011,0.376,500000,4.0,1.0925,0.01124,97.19750889679716
gw25,0.066742,0.534,0.156986,0.351,500000,1.0,1.0196,0.01049,97.19733079122976
sa7025,0.03607,0.445,0.080068,0.287,500000,1.0,0.5443,0.0056,97.19642857142857
goe395,0.06882,0.499,0.061113,0.2,500000,2.0,0.9389,0.00966,97.19461697722566
hq3012,0.029406,0.5,0.119801,0.35,500000,6.0,1.0331,0.01063,97.18720602069612
ah6407,0.054157,0.4,0.068553,0.2,500000,0.5,0.7561,0.00778,97.18508997429306
fx80080,0.02199,0.5,0.0806,0.402,500000,2.5,0.5975,0.00615,97.15447154471545
goe243,0.081587,0.593,0.190622,0.292,500000,2.5,1.3679,0.01408,97.15198863636363
goe405,0.06399,0.4,0.111016,0.3,500000,8.0,1.3794,0.0142,97.14084507042253
m17,0.040486,0.3,0.080805,0.4,500000,5.0,0.8341,0.00859,97.10128055878928
goe300,0.063303,0.3,0.084309,0.3,500000,4.0,1.0738,0.01106,97.08860759493672
goe364,0.061012,0.301,0.108021,0.299,500000,8.0,1.4009,0.01443,97.08246708246709
n642415,0.020712,0.55,0.14974,0.352,500000,5.0,0.9077,0.00935,97.0802139037433
naca642415,0.020711,0.55,0.14974,0.352,500000,5.0,0.9077,0.00935,97.0802139037433
wb13535sm,0.036832,0.5,0.135512,0.25,500000,2.5,0.7426,0.00765,97.07189542483661
lrn1015,0.04573,0.439,0.151885,0.399,500000,3.5,0.9212,0.00949,97.07060063224446
e214,0.040285,0.525,0.111072,0.331,500000,7.5,1.3133,0.01353,97.06577974870657
goe182,0.051051,0.399,0.094535,0.198,500000,9.0,1.4918,0.01537,97.05920624593364
saratov,0.096769,0.4,0.092036,0.15,500000,5.5,1.4072,0.0145,97.04827586206896
goe652,0.091369,0.5,0.170599,0.2,500000,0.0,1.1266,0.01161,97.03703703703704
hq209,0.019648,0.5,0.089731,0.35,500000,3.0,0.6139,0.00633,96.9826224328594
s3025,0.035925,0.401,0.093858,0.289,500000,2.5,0.6835,0.00705,96.95035460992908
sa7026,0.038486,0.471,0.090035,0.323,500000,1.0,0.5778,0.00596,96.9463087248322
naca643618,0.030341,0.55,0.179787,0.354,500000,5.0,1.0798,0.01114,96.92998204667865
usa35a,0.06148,0.393,0.181973,0.293,500000,5.0,1.2154,0.01254,96.92185007974481
goe399,0.041432,0.399,0.06902,0.299,500000,1.5,0.6154,0.00635,96.91338582677164
e374,0.02264,0.389,0.109226,0.362,500000,4.0,0.753,0.00777,96.91119691119691
as6091,0.055412,0.432,0.040674,0.099,500000,1.0,0.7016,0.00724,96.9060773480663
e657,0.046693,0.465,0.15572,0.373,500000,4.0,1.0049,0.01037,96.90453230472515
e220,0.024846,0.377,0.114691,0.369,500000,4.5,0.7654,0.0079,96.88607594936707
apex16,0.026644,0.596,0.129513,0.368,500000,6.0,0.958,0.00989,96.8655207280081
e598,0.04537,0.33,0.111413,0.248,500000,5.0,0.9047,0.00934,96.86295503211991
e850,0.018263,0.709,0.07995,0.366,500000,2.5,0.5596,0.00578,96.81660899653978
sa7036,0.028182,0.41,0.092021,0.281,500000,4.5,0.8208,0.00848,96.79245283018868
usa35,0.061489,0.393,0.182005,0.293,500000,5.0,1.2137,0.01254,96.78628389154704
e59,0.051367,0.6,0.056008,0.25,500000,3.0,1.0414,0.01076,96.78438661710038
hq358,0.034523,0.5,0.079692,0.35,500000,5.0,0.993,0.01026,96.78362573099415
goe483,0.057541,0.4,0.054515,0.15,500000,2.5,0.8264,0.00854,96.76814988290397
fx83w108,0.042155,0.533,0.108684,0.309,500000,6.0,1.103,0.0114,96.75438596491227
e338,0.037264,0.243,0.133259,0.311,500000,9.5,1.3564,0.01402,96.74750356633382
ist-mt1-12,0.06211,0.588,0.120001,0.293,500000,0.5,0.9607,0.00993,96.74723061430011
goe490,0.037835,0.398,0.088141,0.2,500000,4.5,0.9044,0.00935,96.72727272727272
hq3015,0.029364,0.5,0.149832,0.35,500000,5.0,0.9353,0.00967,96.72182006204757
e201,0.030681,0.446,0.118795,0.338,500000,3.5,0.7641,0.0079,96.72151898734177
goe101,0.038729,0.3,0.069003,0.3,500000,3.5,0.7746,0.00801,96.70411985018727
e654,0.04828,0.462,0.17217,0.372,500000,4.0,1.0974,0.01135,96.68722466960351
goe07k,0.044758,0.5,0.110002,0.5,500000,1.5,0.8721,0.00902,96.68514412416852
hq2195,0.020318,0.55,0.094922,0.35,500000,3.0,0.6303,0.00652,96.6717791411043
naca747a415,0.027659,0.351,0.149941,0.399,500000,7.5,1.0138,0.01049,96.64442326024786
fx05h126,0.043108,0.371,0.126091,0.37,500000,6.5,1.0232,0.01059,96.61945231350332
goe301,0.062268,0.398,0.099353,0.288,500000,9.5,1.6463,0.01704,96.61384976525822
ys920,0.021405,0.64,0.090526,0.35,500000,2.0,0.5901,0.00611,96.57937806873977
ec863914,0.043175,0.717,0.14294,0.332,500000,2.0,0.9261,0.00959,96.56934306569345
e432,0.044416,0.374,0.159891,0.374,500000,4.5,1.0464,0.01084,96.53136531365313
goe592,0.070654,0.401,0.1428,0.301,500000,8.0,1.4518,0.01504,96.52925531914894
e435,0.043734,0.562,0.162446,0.38,500000,2.5,0.9631,0.00998,96.50300601202404
fxs21158,0.034664,0.371,0.157802,0.309,500000,6.5,1.171,0.01214,96.45799011532125
goe509,0.049263,0.399,0.110646,0.201,500000,6.5,1.1891,0.01233,96.43957826439578
goe362,0.051362,0.4,0.06602,0.2,500000,7.5,1.327,0.01376,96.43895348837209
fx60160,0.030457,0.6,0.155955,0.4,500000,5.0,0.9778,0.01014,96.42998027613413
raf6,0.043682,0.399,0.099815,0.3,500000,0.0,0.6239,0.00647,96.42967542503864
fx76mp120,0.075727,0.467,0.121121,0.339,500000,9.0,1.669,0.01731,96.41825534373196
fx76mp140,0.070741,0.467,0.141089,0.339,500000,0.5,0.9274,0.00962,96.4033264033264
e203,0.026553,0.493,0.13649,0.334,500000,4.0,0.7943,0.00824,96.39563106796116
goe257,0.040008,0.3,0.088313,0.3,500000,5.0,0.9735,0.0101,96.38613861386139
kc135winglet,0.026348,0.65,0.079609,0.4,500000,1.0,0.6698,0.00695,96.37410071942446
goe436,0.036227,0.3,0.110005,0.3,500000,8.0,1.2152,0.01261,96.36796193497226
goe398,0.044519,0.401,0.138532,0.299,500000,5.5,1.1011,0.01143,96.33420822397201
ah93w145,0.03897,0.371,0.144833,0.339,500000,5.0,1.0052,0.01044,96.28352490421457
s1020,0.0502,0.523,0.151061,0.338,500000,1.5,0.8488,0.00882,96.2358276643991
goe281,0.044611,0.399,0.080419,0.299,500000,5.5,1.0804,0.01123,96.206589492431
naca4415,0.039618,0.403,0.149946,0.309,500000,5.0,1.007,0.01047,96.17956064947468
e399,0.05139,0.506,0.148435,0.295,500000,2.0,0.9175,0.00954,96.17400419287212
fxs03182,0.028126,0.565,0.182125,0.403,500000,5.0,1.0136,0.01054,96.16698292220114
goe449,0.051662,0.401,0.169553,0.301,500000,3.5,1.019,0.0106,96.1320754716981
e58,0.063861,0.5,0.056012,0.2,500000,4.5,1.3175,0.01371,96.09773887673231
e582,0.042645,0.418,0.147419,0.418,500000,4.0,0.9694,0.01009,96.0753221010902
davissm,0.059076,0.454,0.05874,0.306,500000,5.0,1.2131,0.01263,96.04908946951703
goe547,0.03993,0.5,0.105139,0.301,500000,6.0,1.0524,0.01096,96.02189781021899
goe377,0.03822,0.4,0.064502,0.3,500000,5.0,0.9246,0.00963,96.01246105919003
la5055,0.058749,0.4,0.159306,0.35,500000,6.0,1.1435,0.01191,96.01175482787573
gw31,0.047262,0.456,0.11286,0.241,500000,9.0,1.5477,0.01612,96.01116625310175
e417,0.031758,0.763,0.142052,0.383,500000,4.0,0.9092,0.00947,96.00844772967265
e178,0.02779,0.388,0.086919,0.306,500000,4.0,0.6931,0.00722,95.99722991689751
ls413,0.023473,0.674,0.129316,0.376,500000,3.0,0.8495,0.00885,95.98870056497175
ah63k127,0.037549,0.435,0.12707,0.402,500000,4.0,0.8648,0.00901,95.98224195338513
fx76mp160,0.060186,0.5,0.161478,0.339,500000,1.0,0.902,0.0094,95.95744680851064
rg8,0.022147,0.605,0.108035,0.311,500000,4.5,0.8338,0.00869,95.9493670886076
e433,0.039814,0.426,0.142161,0.424,500000,7.5,1.2356,0.01288,95.93167701863354
hq2590sm,0.024508,0.55,0.090323,0.35,500000,3.5,0.7394,0.00771,95.90142671854734
hq259b,0.024508,0.55,0.090323,0.35,500000,3.5,0.7393,0.00771,95.88845654993514
sg6040,0.025156,0.582,0.160016,0.353,500000,6.5,1.0585,0.01104,95.8786231884058
ah7476,0.061035,0.5,0.059054,0.2,500000,6.0,1.4499,0.01513,95.82947785855916
davis_corrected,0.022868,0.311,0.15908,0.295,500000,8.5,1.1719,0.01223,95.82174979558462
fx66a175,0.04114,0.403,0.175165,0.339,500000,8.5,1.3596,0.01419,95.81395348837209
e378,0.08046,0.359,0.040787,0.078,500000,3.5,0.9665,0.01009,95.78790882061448
e434,0.04322,0.411,0.13355,0.386,500000,3.5,0.8218,0.00858,95.78088578088577
waspsm,0.030037,0.379,0.093539,0.271,500000,5.5,0.951,0.00993,95.7703927492447
ste87391,0.041101,0.582,0.145718,0.355,500000,3.5,0.9864,0.0103,95.76699029126215
e549,0.020851,0.304,0.181079,0.387,500000,8.0,1.1757,0.01229,95.66314076484946
sg6051,0.032382,0.463,0.12012,0.357,500000,3.0,0.7193,0.00752,95.65159574468086
sg6042,0.037841,0.471,0.100018,0.335,500000,6.0,1.099,0.01149,95.64838990426458
naca654421,0.019951,0.55,0.210003,0.402,500000,7.5,1.1216,0.01173,95.61807331628302
hq17,0.044863,0.443,0.152171,0.42,500000,4.0,0.9684,0.01013,95.59723593287266
mh201,0.026002,0.459,0.130801,0.363,500000,4.0,0.8747,0.00915,95.59562841530055
fx84w150,0.042029,0.403,0.149895,0.37,500000,3.5,0.8296,0.00868,95.57603686635944
e593,0.04669,0.325,0.112974,0.284,500000,7.0,1.1039,0.01155,95.57575757575759
goe795,0.024431,0.435,0.08006,0.309,500000,3.0,0.6652,0.00696,95.57471264367817
goe620,0.057533,0.5,0.175045,0.299,500000,4.0,1.0168,0.01064,95.56390977443608
goe503,0.067348,0.396,0.156227,0.296,500000,4.5,1.137,0.0119,95.54621848739495
goe164,0.064645,0.4,0.088696,0.199,500000,7.0,1.4425,0.0151,95.5298013245033
goe422,0.062433,0.401,0.170773,0.294,500000,3.0,1.0153,0.01063,95.51269990592662
ah83150q,0.041169,0.371,0.15003,0.402,500000,9.0,1.2969,0.01358,95.50073637702504
fx61140,0.023929,0.309,0.13983,0.339,500000,6.5,1.2138,0.01271,95.4996066089693
naca2411,0.024103,0.396,0.11008,0.299,500000,5.0,0.8614,0.00902,95.49889135254989
goe424,0.045115,0.385,0.201102,0.306,500000,8.5,1.3559,0.0142,95.48591549295774
fx63110,0.041654,0.597,0.110028,0.308,500000,0.5,0.738,0.00773,95.47218628719276
oaf095,0.039056,0.531,0.094792,0.232,500000,2.0,0.7646,0.00801,95.45568039950062
goe701,0.04742,0.401,0.124635,0.296,500000,6.0,1.091,0.01143,95.45056867891515
isa571,0.034821,0.301,0.073706,0.299,500000,5.0,1.0174,0.01066,95.4409005628518
goe143,0.037006,0.3,0.07448,0.2,500000,5.0,0.9485,0.00994,95.42253521126761
goe288,0.054667,0.401,0.174183,0.293,500000,5.5,1.246,0.01306,95.40581929555896
s3010,0.027942,0.384,0.103192,0.25,500000,5.5,0.9054,0.00949,95.40569020021074
