Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Alpha,Cl,Cd,peak_LD_2d,aoa_2d,peak_LD
mh61,0.015158,0.373,0.102349,0.277,500000.0,3.0,0.4432,0.013975813423283523,66.94864048338368,3.0,31.711928785600026
vr9,0.003216,0.35,0.0606,0.35,500000.0,2.0,0.2813,0.00887326619031278,47.59729272419627,2.0,31.701967907499938
naca1410,0.009534,0.5,0.100056,0.301,500000.0,2.0,0.3965,0.012507319224023254,59.89425981873112,2.0,31.70143760610414
jx-gs-04,0.014865,0.304,0.069,0.232,500000.0,2.0,0.3656,0.011535455165710945,55.98774885145482,2.0,31.693591171568443
rg1495,0.015211,0.36,0.095001,0.31,500000.0,2.0,0.4214,0.013299978851335263,63.36842105263158,2.0,31.684260908256494
k3311sm,0.032296,0.416,0.11028,0.306,500000.0,0.0,0.356,0.011236037851222222,54.85362095531587,0.0,31.68376652996727
sd7034,0.039046,0.394,0.105248,0.282,500000.0,0.0,0.4033,0.012730986621599088,60.73795180722892,0.0,31.67861313401829
e193,0.035426,0.4,0.102262,0.31,500000.0,0.0,0.4118,0.013000441009827496,61.92481203007519,0.0,31.67584851073173
hq07,-0.0,0.027,0.06998,0.339,500000.0,2.0,0.245,0.007737829519786122,44.626593806921676,2.0,31.662625723856983
hq2510,0.024692,0.5,0.099651,0.35,500000.0,1.0,0.4552,0.0143795352139859,68.76132930513594,1.0,31.656099674018733
kc135c,0.014359,0.25,0.105918,0.4,500000.0,2.0,0.3801,0.012010369682280964,57.59090909090909,2.0,31.647651991992042
goe491,0.028655,0.3,0.048504,0.2,500000.0,1.0,0.3406,0.010764306807996261,53.05295950155763,1.0,31.641610191469592
sc20606,0.013029,0.81,0.060007,0.341,500000.0,0.0,0.3386,0.0107034371433619,52.823712948517944,0.0,31.634697851240645
naca64210,0.010738,0.5,0.099774,0.4,500000.0,2.0,0.3942,0.012479215513186464,59.189189189189186,2.0,31.588524101010922
hq3010,0.029443,0.5,0.099851,0.35,500000.0,0.0,0.414,0.013108475441453762,61.883408071748875,0.0,31.58262010323348
s3002,0.03008,0.388,0.099474,0.306,500000.0,0.0,0.4096,0.01297276907698926,61.22571001494769,0.0,31.57382957864695
ag35,0.023786,0.368,0.087258,0.276,500000.0,0.0,0.4241,0.013435467524708752,63.29850746268656,0.0,31.565704670868417
hh02,0.020249,0.4,0.09572,0.3,500000.0,3.0,0.3962,0.012558413662372267,59.31137724550898,3.0,31.548570595910626
s8055,0.020773,0.411,0.120016,0.343,500000.0,2.0,0.4285,0.013585952282288202,63.85991058122206,2.0,31.539931180137362
b737d,0.015381,0.2,0.107999,0.4,500000.0,2.0,0.3661,0.011609155597694515,55.553869499241266,2.0,31.53545466069078
naca65210,0.010773,0.5,0.099927,0.4,500000.0,2.0,0.3931,0.012466784229570965,58.84730538922155,2.0,31.531788211074883
sd6060,0.018709,0.363,0.103719,0.339,500000.0,2.0,0.4091,0.01298743964735287,60.87797619047619,2.0,31.499665146346512
e211,0.025512,0.591,0.109643,0.332,500000.0,0.0,0.4308,0.013679964573577001,64.01188707280832,0.0,31.49130962167072
naca66209,0.010825,0.5,0.089982,0.45,500000.0,2.0,0.379,0.012059100042508927,56.73652694610778,2.0,31.428547624947647
c141c,0.012887,0.5,0.109882,0.402,500000.0,2.0,0.4354,0.01385917776271783,64.40828402366864,2.0,31.416005152286658
rc1064c,0.009658,0.35,0.100003,0.4,500000.0,2.0,0.3369,0.01073043347773847,51.99074074074074,2.0,31.39668128961781
l188tip,0.026577,0.517,0.119894,0.413,500000.0,1.0,0.4566,0.014547338618210764,67.74480712166172,1.0,31.387184417939885
goe670,0.033643,0.4,0.090001,0.3,500000.0,1.0,0.5429,0.017297504277748683,86.72523961661342,1.0,31.386030682956996
rg1410,0.015188,0.36,0.100001,0.31,500000.0,2.0,0.4025,0.012826845999830912,59.5414201183432,2.0,31.37949890450902
n63210,0.010998,0.59,0.10001,0.349,500000.0,2.0,0.3957,0.01261358603890939,58.62222222222222,2.0,31.370935971687675
a18sm,0.038395,0.493,0.07283,0.271,500000.0,0.0,0.5075,0.016185023602755755,77.59938837920488,0.0,31.356148279795534
rg15a111,0.017486,0.397,0.109975,0.304,500000.0,1.0,0.3781,0.012063583198585776,56.34873323397914,1.0,31.342263221123638
goe602m,0.037543,0.5,0.096005,0.3,500000.0,0.0,0.4773,0.015231277533038504,71.23880597014926,0.0,31.33683297180279
bte-fk,0.018899,0.491,0.121297,0.236,500000.0,2.0,0.4471,0.01427584001593185,65.84683357879234,2.0,31.31864741416519
sc20404,0.007092,0.81,0.040101,0.38,500000.0,1.0,0.2498,0.007976770544736939,44.29078014184397,1.0,31.31593150373589
e874,0.009493,0.346,0.07905,0.273,500000.0,2.0,0.3963,0.012661381433958157,58.45132743362832,2.0,31.2999021526287
vr1,0.014045,0.514,0.109746,0.353,500000.0,2.0,0.4063,0.012981940862959465,59.75,2.0,31.297323280779192
m11,0.018459,0.3,0.081501,0.3,500000.0,2.0,0.4809,0.015380455923460703,71.5625,2.0,31.266953489100104
oa206,0.008432,0.196,0.060072,0.318,500000.0,2.0,0.2385,0.007630139120397403,43.36363636363637,2.0,31.257621419041453
vr8b,0.011925,0.35,0.0815,0.35,500000.0,3.0,0.4123,0.013195871549663028,60.366032210834554,3.0,31.244620595789943
naca2412,0.019207,0.4,0.120004,0.3,500000.0,1.0,0.3515,0.011256812074735442,53.01659125188537,1.0,31.22553682750904
goe403,0.043013,0.399,0.066526,0.299,500000.0,1.0,0.5625,0.018028851461804708,91.01941747572816,1.0,31.199990814261948
n64110,0.005373,0.5,0.099766,0.4,500000.0,3.0,0.4127,0.013228229462891343,60.24817518248175,3.0,31.198430686263183
naca65410,0.021545,0.5,0.099943,0.401,500000.0,1.0,0.4564,0.014630500572891097,66.82284040995607,1.0,31.195104892423508
eh2070,0.019859,0.259,0.07,0.287,500000.0,2.0,0.3668,0.011758367658977913,54.583333333333336,2.0,31.194806170220044
goe399,0.041432,0.399,0.06902,0.299,500000.0,1.0,0.5639,0.018077905809818398,91.39384116693678,1.0,31.192772322872536
hq3510,0.034466,0.5,0.099642,0.35,500000.0,0.0,0.4821,0.015463731088692936,71.31656804733727,0.0,31.176175868223094
v13006,0.009087,0.201,0.059783,0.302,500000.0,1.0,0.2064,0.006625330203402379,41.0337972166998,1.0,31.153164244403264
c141d,0.015302,0.5,0.107658,0.402,500000.0,2.0,0.4875,0.015649803986866648,72.22222222222221,2.0,31.150549898842893
e392,0.038534,0.436,0.101519,0.316,500000.0,0.0,0.4454,0.014299021701248044,64.83260553129548,0.0,31.14898412673398
sg6042,0.037841,0.471,0.100018,0.335,500000.0,0.0,0.5297,0.017007300368601187,81.49230769230769,0.0,31.145448632043333
mrc20-846,0.029402,0.467,0.131876,0.382,500000.0,1.0,0.4998,0.016054567329541924,74.59701492537313,1.0,31.13132791067628
hobiesm,0.038294,0.45,0.085762,0.25,500000.0,1.0,0.5705,0.01832828214514234,92.91530944625408,1.0,31.126757842452964
raf31,0.020728,0.5,0.1274,0.3,500000.0,2.0,0.4625,0.014860408716647233,67.51824817518248,2.0,31.122966320696733
lds2,0.020872,0.5,0.119743,0.349,500000.0,1.0,0.357,0.011472738433439756,53.28358208955223,1.0,31.117243897014767
e221,0.01856,0.32,0.093834,0.281,500000.0,2.0,0.4161,0.013373755556358993,60.391872278664735,2.0,31.113175221910765
s5010,0.0221,0.276,0.098277,0.276,500000.0,2.0,0.3723,0.011970596553428667,54.91150442477877,2.0,31.10120688959017
s8064,0.011896,0.544,0.12338,0.391,500000.0,3.0,0.461,0.014828533567254751,67.10334788937409,3.0,31.088711362397127
c141b,0.010794,0.645,0.126451,0.402,500000.0,2.0,0.3811,0.01225887526879427,55.87976539589443,2.0,31.087680692054494
rc510,0.021785,0.302,0.09962,0.401,500000.0,2.0,0.4195,0.013500147452717062,60.70911722141823,2.0,31.073734673584674
sd7032,0.036736,0.402,0.099693,0.282,500000.0,1.0,0.5608,0.018057339962774654,89.29936305732484,1.0,31.05662302177915
hq3011,0.02944,0.5,0.109851,0.35,500000.0,0.0,0.411,0.013235791092241423,59.47901591895803,0.0,31.05216734955273
tsagi8,0.013109,0.3,0.0795,0.3,500000.0,2.0,0.4268,0.013751502193157603,61.58730158730159,2.0,31.036609237670397
c141a,0.010495,0.691,0.129938,0.402,500000.0,2.0,0.3748,0.012080540469889817,54.95601173020528,2.0,31.025101975708083
hq1511,0.01464,0.5,0.110001,0.339,500000.0,2.0,0.4307,0.013886738409259972,62.06051873198847,2.0,31.015202224361058
boe103,0.033968,0.4,0.127208,0.3,500000.0,0.0,0.4133,0.013326788801666952,59.639249639249634,0.0,31.01272228072702
nlr1t,0.012244,0.223,0.08702,0.383,500000.0,1.0,0.3393,0.010941207448101994,51.1764705882353,1.0,31.01120252124087
rae103,0.0,0.007,0.09997,0.4,500000.0,3.0,0.3232,0.010431775351218715,49.57055214723926,3.0,30.982262282157127
goe419,0.040824,0.4,0.05301,0.3,500000.0,1.0,0.6141,0.019822428881043123,107.73684210526315,1.0,30.98005817981696
cal4014l,0.018731,0.315,0.100007,0.249,500000.0,3.0,0.4259,0.013752763304221836,61.19252873563218,3.0,30.968321825858578
rae104,-0.0,0.008,0.1,0.42,500000.0,3.0,0.3175,0.010255014819307618,48.99691358024692,3.0,30.9604623293403
rc10n1,0.014777,0.25,0.10012,0.376,500000.0,3.0,0.466,0.015052106075779677,67.34104046242776,3.0,30.959122773512735
legionair140_sm,0.031565,0.336,0.086015,0.293,500000.0,0.0,0.3324,0.010737645050596982,50.36363636363636,0.0,30.95650847403635
mrc16-85,0.031358,0.385,0.11819,0.345,500000.0,0.0,0.3403,0.010996657259707936,51.09609609609609,0.0,30.945767605840445
ys915,0.01757,0.67,0.090952,0.357,500000.0,2.0,0.5348,0.017290604892906777,81.27659574468086,2.0,30.930091995763206
giiid,0.009475,0.301,0.097127,0.398,500000.0,3.0,0.4066,0.013151073360835187,58.41954022988506,3.0,30.91762845844075
nl722362,0.011963,0.228,0.086146,0.38,500000.0,1.0,0.4034,0.013054007569660082,57.95977011494253,1.0,30.902387473527735
mh49,-0.009236,0.829,0.104999,0.288,500000.0,4.0,0.403,0.013041928271202737,57.90229885057472,4.0,30.900338632427935
du8608418,0.011212,0.428,0.084544,0.369,500000.0,3.0,0.5125,0.01659600953446603,75.8136094674556,3.0,30.88091742389382
goe593,0.038425,0.4,0.119013,0.3,500000.0,0.0,0.4916,0.015920132758537993,71.5574963609898,0.0,30.879139480564575
vr14,0.016867,0.2,0.079586,0.35,500000.0,1.0,0.2785,0.009024568349371613,45.50653594771243,1.0,30.860201753515685
a18,0.038406,0.451,0.073519,0.299,500000.0,0.0,0.6029,0.01956199463720318,101.32773109243696,0.0,30.81996550870121
ys920,0.021405,0.64,0.090526,0.35,500000.0,2.0,0.5901,0.019150145309440713,96.57937806873977,2.0,30.814387591570398
naca000834,0.0,0.1,0.08,0.4,500000.0,2.0,0.2756,0.008944393176076336,45.18032786885246,2.0,30.812598973975145
amsoil1,0.020791,0.42,0.11624,0.39,500000.0,2.0,0.4403,0.014299865461532254,62.54261363636364,2.0,30.79049947598746
hq2511,0.02445,0.5,0.110002,0.339,500000.0,1.0,0.4588,0.014902754843338742,65.35612535612535,1.0,30.78625427466353
c5e,0.014395,0.3,0.107823,0.4,500000.0,2.0,0.4142,0.013454678364929938,58.91891891891892,2.0,30.78483102796615
hq09,-0.0,0.778,0.08112,0.339,500000.0,3.0,0.3467,0.011271309601775335,51.211225997045794,3.0,30.75951351255506
clarkx,0.032495,0.4,0.116999,0.3,500000.0,1.0,0.5317,0.017296795454058947,79.23994038748137,1.0,30.739798097989805
e852,0.02765,0.595,0.100838,0.372,500000.0,0.0,0.4284,0.013942743344153252,60.5940594059406,0.0,30.725660612525385
s8052,0.015963,0.369,0.118948,0.333,500000.0,2.0,0.3863,0.012578311649337644,55.264663805436335,2.0,30.711593953894596
rae102,-0.0,0.016,0.099994,0.36,500000.0,3.0,0.3434,0.011186027642586752,50.72378138847858,3.0,30.6990122832013
raf32md,0.038935,0.5,0.101609,0.3,500000.0,0.0,0.5035,0.01640358299337608,72.86541244573081,0.0,30.694513522034665
mrc15,0.012695,0.423,0.124926,0.338,500000.0,2.0,0.3556,0.011585378589339477,51.91240875912409,2.0,30.693860995376763
goe113,0.029889,0.4,0.066499,0.3,500000.0,2.0,0.5396,0.017583729867052204,80.77844311377245,2.0,30.687459604977448
k3311,0.031845,0.4,0.110005,0.3,500000.0,1.0,0.5277,0.017198104868918658,77.94682422451993,1.0,30.683613341240164
clarkw,0.036497,0.4,0.112208,0.3,500000.0,1.0,0.4988,0.016277171535148616,71.66666666666667,1.0,30.64414471045542
tempest3,0.010004,0.407,0.1,0.38,500000.0,2.0,0.4087,0.01334518958500364,57.64456981664316,2.0,30.62526743413728
sg6051,0.032382,0.463,0.12012,0.357,500000.0,0.0,0.3794,0.012390460335105716,54.2,0.0,30.620331266066955
s5020,0.025966,0.278,0.084043,0.278,500000.0,3.0,0.4884,0.015962695134647126,69.47368421052632,3.0,30.59633701453866
m26,0.081306,0.3,0.082997,0.4,500000.0,1.0,0.5555,0.018155781677184197,84.16666666666667,1.0,30.59631415914631
goe600,0.018404,0.503,0.131079,0.304,500000.0,2.0,0.441,0.014422967644107033,61.76470588235294,2.0,30.57623166617757
ah79100a,0.036277,0.565,0.100002,0.279,500000.0,0.0,0.4877,0.0159571078880668,69.17730496453902,0.0,30.563182465208286
mh121,0.030275,0.622,0.087558,0.379,500000.0,0.0,0.4759,0.015571303629872083,67.12270803949224,0.0,30.562630548609338
mh46,0.018538,0.355,0.113488,0.272,500000.0,3.0,0.3942,0.012899215513186464,55.67796610169491,3.0,30.559997977940725
naca4412,0.038372,0.4,0.120216,0.3,500000.0,0.0,0.4769,0.015606984295702193,67.26375176304654,0.0,30.556832182584266
goe445,-0.0,0.075,0.064,0.4,500000.0,2.0,0.3083,0.010089411924446547,47.21286370597244,2.0,30.556785896806545
e201,0.030681,0.446,0.118795,0.338,500000.0,1.0,0.4617,0.015112720999300309,64.75455820476859,1.0,30.550421728911417
aquilasm,0.039865,0.347,0.093851,0.313,500000.0,1.0,0.5364,0.017564788149392437,78.99852724594993,1.0,30.538370029732125
naca64a010,-0.0,0.007,0.099908,0.4,500000.0,3.0,0.3271,0.010716750408164923,48.74813710879285,3.0,30.522312038804944
raf30md,0.0,0.013,0.076,0.3,500000.0,2.0,0.2845,0.00932106844296324,45.230524642289346,2.0,30.52225200800641
s4320,0.044854,0.402,0.094136,0.277,500000.0,0.0,0.4845,0.015880604971794655,68.33568406205924,0.0,30.508913285137083
e205,0.029798,0.352,0.104798,0.301,500000.0,1.0,0.4582,0.015022150831647174,63.994413407821234,1.0,30.501624243760737
fx60100sm,0.034775,0.565,0.099818,0.279,500000.0,0.0,0.514,0.016853670434142678,73.85057471264368,0.0,30.497807703580296
goe490,0.037835,0.398,0.088141,0.2,500000.0,1.0,0.5513,0.018081701370770253,82.28358208955224,1.0,30.489387513677062
goe623,0.037024,0.4,0.120004,0.3,500000.0,0.0,0.3957,0.012983586038909388,55.575842696629216,0.0,30.476942103218697
fx60100,0.035074,0.565,0.099956,0.279,500000.0,0.0,0.5143,0.016875222836117833,73.78766140602582,0.0,30.476634589929677
e67,0.036537,0.531,0.116297,0.326,500000.0,0.0,0.5348,0.017560604892906777,78.07299270072993,0.0,30.45453179212641
eh0009,0.0,0.768,0.09,0.287,500000.0,3.0,0.3693,0.012127281749336704,52.60683760683761,3.0,30.452001333291257
giiic,0.008963,0.302,0.099335,0.398,500000.0,3.0,0.3998,0.0131357252870603,55.91608391608391,3.0,30.436081089015598
c5a,0.007598,0.85,0.131221,0.4,500000.0,2.0,0.3575,0.011746116810714951,51.36494252873563,2.0,30.43559039646908
vr15,0.012745,0.2,0.079557,0.35,500000.0,2.0,0.3479,0.011432523443696736,50.42028985507246,2.0,30.430727014324464
fx79l100,-0.0,0.999,0.10066,0.339,500000.0,3.0,0.3222,0.01059760626880189,48.01788375558867,3.0,30.403092153793164
goe479,0.037913,0.4,0.116017,0.3,500000.0,0.0,0.4207,0.013837904247969528,58.349514563106794,0.0,30.402002533131448
e68,0.033321,0.509,0.131046,0.325,500000.0,0.0,0.475,0.015629255067084444,66.15598885793872,0.0,30.391723595346555
kc135winglet,0.026348,0.65,0.079609,0.4,500000.0,0.0,0.5634,0.018546798119542223,84.5945945945946,0.0,30.377211007993978
naca66210,0.010781,0.5,0.100002,0.45,500000.0,2.0,0.3857,0.012710965632951725,54.01960784313726,2.0,30.34387875301282
psu-90-125wl,0.024063,0.495,0.125455,0.341,500000.0,1.0,0.4463,0.01470907502277264,61.558620689655164,1.0,30.34181274546746
ht35,-1e-06,0.474,0.074998,0.261,500000.0,2.0,0.2763,0.009108860547644497,44.208,2.0,30.333102428651156
b29tip,0.02228,0.3,0.090002,0.3,500000.0,2.0,0.4459,0.01470571050133955,61.41873278236915,2.0,30.321554334921988
hq1512,0.014746,0.5,0.119591,0.35,500000.0,2.0,0.4303,0.014193841241636244,59.269972451790636,2.0,30.315965401793918
giiik,0.014364,0.25,0.085345,0.35,500000.0,3.0,0.5032,0.01662227325587886,70.47619047619048,3.0,30.272634329485072
rae101,0.0,0.01,0.099938,0.3,500000.0,3.0,0.3613,0.011938404381952348,51.24822695035461,3.0,30.2636758180338
vr7b,0.02811,0.33,0.120299,0.33,500000.0,2.0,0.4354,0.01438917776271783,59.725651577503434,2.0,30.258851977499067
e195,0.031552,0.442,0.118218,0.341,500000.0,1.0,0.4791,0.015835745396010632,66.17403314917128,1.0,30.25433839828567
dh4009sm,0.001901,0.096,0.08945,0.416,500000.0,2.0,0.2657,0.008783713023161778,43.273615635179155,2.0,30.24916675890657
goe629,0.026808,0.495,0.136438,0.294,500000.0,1.0,0.4005,0.013246704155453128,55.31767955801105,1.0,30.23393557371254
goe517,0.0455,0.4,0.070004,0.3,500000.0,1.0,0.6056,0.020034186312864757,96.12698412698413,1.0,30.228330242247967
e66,0.039982,0.523,0.101414,0.314,500000.0,0.0,0.5901,0.019530145309440715,90.92449922958397,0.0,30.21482895545843
goe11k,0.027134,0.6,0.074501,0.5,500000.0,1.0,0.5765,0.0190860008082855,86.82228915662651,1.0,30.205384867726366
mh24,0.01316,0.373,0.090038,0.393,500000.0,2.0,0.5,0.01656205547599384,69.44444444444444,2.0,30.18948950658532
vr13,0.020036,0.2,0.094508,0.35,500000.0,1.0,0.3258,0.010794965480859484,47.77126099706745,1.0,30.18073569365968
rae5214,0.014344,0.691,0.09667,0.355,500000.0,1.0,0.344,0.011401472787228828,49.35437589670014,1.0,30.17154067896613
eh1090,0.009934,0.259,0.089911,0.287,500000.0,3.0,0.4557,0.015106591006652067,62.16916780354707,3.0,30.165640931123118
hq1012,0.009854,0.5,0.11958,0.35,500000.0,3.0,0.4698,0.01557527345079909,64.26812585499316,3.0,30.1631943403149
nl722343,0.013293,0.74,0.086117,0.38,500000.0,1.0,0.3369,0.01117043347773847,48.68497109826589,1.0,30.159975498838712
k1,0.019489,0.725,0.115988,0.33,500000.0,1.0,0.4155,0.013785070391557784,56.76229508196721,1.0,30.14130419344535
v13009,0.012873,0.201,0.090008,0.301,500000.0,2.0,0.3736,0.012396908970762295,52.10599721059972,2.0,30.136544591972353
naca651212a06,0.014252,0.5,0.119953,0.401,500000.0,3.0,0.4895,0.016242977812467016,67.33149931224209,3.0,30.136099775023563
goe547,0.03993,0.5,0.105139,0.301,500000.0,0.0,0.491,0.01629805478483229,67.53782668500688,0.0,30.126294608909213
goe392,0.048004,0.4,0.101504,0.3,500000.0,0.0,0.5461,0.018128003841439654,78.46264367816093,0.0,30.124662636690555
hq2512,0.024676,0.5,0.119611,0.35,500000.0,1.0,0.4568,0.01516417965938818,62.14965986394558,1.0,30.123620944915015
giiil,0.01511,0.251,0.085465,0.35,500000.0,3.0,0.5043,0.01674377524780394,69.84764542936288,3.0,30.118655592091894
mrc16-95,0.031357,0.385,0.132095,0.345,500000.0,1.0,0.4539,0.015075277781893126,61.671195652173914,1.0,30.10889792990601
raf38,0.02408,0.4,0.126508,0.3,500000.0,1.0,0.3733,0.01239851794768027,51.991643454039,1.0,30.108437280589932
vr7,0.028918,0.33,0.120298,0.33,500000.0,1.0,0.4398,0.014623386371483409,59.59349593495935,1.0,30.075113166512494
boe106,0.031982,0.4,0.130609,0.3,500000.0,0.0,0.3283,0.01091620268572796,47.718023255813954,0.0,30.07456067385276
hq2012,0.019624,0.5,0.119731,0.35,500000.0,1.0,0.386,0.012839635270804714,53.16804407713499,1.0,30.063159261050238
ht22,0.010747,0.227,0.0508,0.191,500000.0,2.0,0.3031,0.010090353541511674,45.578947368421055,2.0,30.03859069486989
e228,0.002675,0.319,0.10069,0.279,500000.0,3.0,0.3856,0.012838077251596271,53.03988995873452,3.0,30.035650389317837
n63412,0.021153,0.5,0.120031,0.349,500000.0,1.0,0.4537,0.015118480180653116,61.228070175438596,1.0,30.00963023919513
fx84w127,0.037388,0.402,0.12754,0.339,500000.0,1.0,0.4829,0.016092641116002806,65.61141304347827,1.0,30.00750445617008
kc135b,0.012921,0.2,0.129799,0.4,500000.0,3.0,0.4708,0.01569049724832197,63.707713125845736,3.0,30.005422552835288
bqm34,-0.0,0.045,0.098994,0.325,500000.0,3.0,0.3461,0.01153574312489429,49.09219858156029,3.0,30.002401774456256
defcnd3,0.021617,0.286,0.114846,0.286,500000.0,1.0,0.4017,0.013392753311786769,54.6530612244898,1.0,29.993832533783
n63212,0.010728,0.549,0.120013,0.349,500000.0,2.0,0.402,0.013411782452570038,54.619565217391305,2.0,29.973644548862083
hq3012,0.029406,0.5,0.119801,0.35,500000.0,0.0,0.415,0.013849520017412159,56.081081081081074,0.0,29.96493737532028
naca641112,0.00531,0.5,0.119629,0.4,500000.0,3.0,0.4241,0.014155467524708754,57.15633423180592,3.0,29.96015491962536
apex16,0.026644,0.596,0.129513,0.368,500000.0,0.0,0.4027,0.013442876661486327,54.640434192673,0.0,29.956385834717242
rcsc2,0.005506,0.625,0.0997,0.4,500000.0,2.0,0.3357,0.011210208268875333,48.02575107296138,2.0,29.945919999725323
lwk80100,-2.5e-05,0.017,0.10062,0.402,500000.0,3.0,0.3116,0.010406018628548851,46.02658788774003,3.0,29.944209319895624
apex16_NASA_CR-201062,0.026812,0.591,0.131096,0.369,500000.0,0.0,0.4553,0.015212944874590257,61.11409395973154,0.0,29.928459200590048
mh18,0.028194,0.38,0.111447,0.334,500000.0,1.0,0.4209,0.014064207532680402,56.64872139973082,1.0,29.92703279029213
amsoil2,0.009689,0.51,0.11762,0.39,500000.0,2.0,0.3524,0.011780535897793827,49.4249649368864,2.0,29.913749515078926
rg15a213,0.024024,0.397,0.129985,0.304,500000.0,0.0,0.3717,0.01243387966717073,51.19834710743801,0.0,29.894128779563662
b707e,0.018051,0.32,0.090089,0.42,500000.0,1.0,0.3156,0.010559968727661545,46.20790629575402,1.0,29.88645214197411
hq3512,0.034427,0.5,0.119573,0.35,500000.0,0.0,0.4818,0.016122902186364963,64.84522207267833,0.0,29.882957449649187
goe693,0.035494,0.4,0.119993,0.3,500000.0,1.0,0.5363,0.0179607710786288,74.58970792767732,1.0,29.859519819732785
giiim,0.018105,0.249,0.085106,0.349,500000.0,3.0,0.5032,0.01685227325587886,68.27679782903664,3.0,29.859473102506232
mrc-16,0.031356,0.385,0.139047,0.345,500000.0,1.0,0.4395,0.014723507905027359,58.678237650200266,1.0,29.850223386638195
vr11x,0.022298,0.3,0.10971,0.4,500000.0,1.0,0.4225,0.014154741661246504,56.55957161981258,1.0,29.848654967454454
naca1412,0.009626,0.4,0.120059,0.301,500000.0,2.0,0.343,0.011495745858780798,48.377997179125536,2.0,29.83712446443884
n63012a,-0.0,0.025,0.1199,0.35,500000.0,4.0,0.4305,0.014430288327519232,57.47663551401869,4.0,29.83308373534134
rae5213,0.014424,0.691,0.0995,0.355,500000.0,1.0,0.3475,0.011652106846291924,48.737727910238426,1.0,29.8229328467397
vr5,0.031952,0.35,0.120003,0.35,500000.0,1.0,0.4052,0.013588512707676881,54.46236559139785,1.0,29.819304637444297
goe389,0.039205,0.398,0.103257,0.298,500000.0,0.0,0.4501,0.01509663565000859,59.93342210386152,0.0,29.814589848682207
n64212,0.010601,0.5,0.119641,0.4,500000.0,2.0,0.4008,0.013445706333516622,53.943472409152086,2.0,29.808772410930217
e171,-0.0,0.011,0.12254,0.324,500000.0,4.0,0.4381,0.014697497521667258,58.335552596537944,4.0,29.8077954668233
gm15sm,0.047602,0.493,0.0674,0.205,500000.0,0.0,0.5817,0.019521537967453255,84.91970802919708,0.0,29.797857165240938
goe796,0.035691,0.4,0.119994,0.3,500000.0,1.0,0.5439,0.018258203005313924,75.75208913649026,1.0,29.789350016630976
goe415,0.035484,0.3,0.084758,0.2,500000.0,0.0,0.3641,0.012224466214425949,50.15151515151515,0.0,29.78453157900096
naca0006,0.0,0.025,0.06002,0.3,500000.0,2.0,0.2438,0.008185863890746126,40.90604026845637,2.0,29.783050787786564
e207,0.024884,0.386,0.120281,0.3,500000.0,1.0,0.3741,0.012560908988521094,51.10655737704918,1.0,29.782876409810374
r140sm,0.004368,0.393,0.12041,0.393,500000.0,3.0,0.3575,0.01200611681071495,49.51523545706371,3.0,29.77648857130445
m5,0.020545,0.301,0.082097,0.301,500000.0,3.0,0.4517,0.015170668940429398,59.9867197875166,3.0,29.774560487325147
naca651212,0.010653,0.5,0.119949,0.4,500000.0,3.0,0.5076,0.01704882497176123,68.5945945945946,3.0,29.77331287292595
e836,0.0,0.067,0.1264,0.428,500000.0,4.0,0.4373,0.014691271782903467,58.07436918990704,4.0,29.765973052713857
s8021,0.0,0.088,0.075984,0.278,500000.0,3.0,0.3496,0.011746927672819376,48.75871687587169,3.0,29.76097322952978
s4158,0.037045,0.452,0.1086,0.353,500000.0,1.0,0.5284,0.017755789215925615,72.38356164383562,1.0,29.759307996631584
as6091,0.055412,0.432,0.040674,0.099,500000.0,0.0,0.5974,0.020074774583070804,89.03129657228018,0.0,29.758740130700726
nplx,0.010807,0.738,0.106664,0.359,500000.0,2.0,0.3533,0.0118743203869717,49.06944444444444,2.0,29.753281744665966
naca651412,0.021296,0.5,0.119969,0.401,500000.0,1.0,0.4588,0.015432754843338743,60.768211920529794,1.0,29.728976106818177
eh1590,0.014902,0.259,0.08993,0.287,500000.0,3.0,0.4842,0.01628972214402714,64.47403462050599,3.0,29.724263908180834
rae5215,0.014973,0.691,0.096519,0.355,500000.0,1.0,0.3515,0.01182681207473544,48.81944444444444,1.0,29.720604147492793
ht23,0.010767,0.226,0.065087,0.208,500000.0,3.0,0.4121,0.013869697086835503,54.87350199733689,3.0,29.71225668591904
goe436,0.036227,0.3,0.110005,0.3,500000.0,1.0,0.5097,0.01715882673166135,68.60026917900404,1.0,29.70482818965151
s4180,0.043669,0.379,0.09784,0.261,500000.0,1.0,0.5685,0.019142975095645085,80.7528409090909,1.0,29.697578206082003
e297,-0.0,0.012,0.11388,0.377,500000.0,3.0,0.3316,0.01117775255512159,46.96883852691218,3.0,29.666070917633846
goe437,0.047343,0.4,0.070503,0.3,500000.0,1.0,0.6272,0.021151375540870328,97.69470404984423,1.0,29.65291778721793
mrc-20,0.0294,0.467,0.155882,0.382,500000.0,1.0,0.4943,0.016669817303870845,65.7313829787234,1.0,29.65239456374967
b737c,0.014043,0.204,0.100001,0.399,500000.0,3.0,0.5121,0.017270661755200905,68.73825503355705,3.0,29.65144053300596
rc12n1,0.013728,0.3,0.120215,0.376,500000.0,3.0,0.4544,0.015342284891870818,59.71090670170828,3.0,29.617491996955813
